id,count
839,169.15
847,274.09
848,225.915
851,150.07
852,135.53
853,34.535
857,188.575
858,44.89
859,241.15
861,31.32
867,104.06
870,249.99
871,191.785
872,212.51
874,363.75
881,135.28
886,152.23
890,58.89
895,140.67
899,85.76
900,281.305
901,246.825
902,203.02
903,46.69
913,243.51
918,176.84
923,190.25625000000002
924,48.31
926,27.045
927,20.44
930,221.08
934,26.835
937,145.015
939,215.3
941,93.985
942,394.815
946,289.04
950,100.095
953,89.405
959,80.41
961,23.525
962,71.42
964,76.545
969,203.18
971,120.515
976,47.905
978,252.905
980,246.745
981,201.115
990,379.775
993,16.745
996,16.83
998,340.175
999,203.415
1006,101.735
1008,18.39
1013,26.16
1015,105.475
1016,144.225
1022,319.68
1026,216.63
1028,239.92
1031,98.765
1034,49.575
1037,189.67
1040,61.84
1042,16.825
1046,14.735
1048,110.73
1049,104.375
1050,59.8
1051,185.205
1052,235.205
1055,228.7
1060,151.18
1064,24.96
1066,71.585
1071,103.795
1073,14.99
1089,157.01
1091,129.715
1092,59.735
1093,242.02
1096,333.175
1097,227.29791666666668
1098,18.147000000000002
1099,44.715
1102,206.115
1107,99.25
1109,46.565
1111,199.575
1112,110.965
1114,295.495
1116,286.62
1117,151.21
1118,100.305
1122,179.34
1124,139.59
1127,127.485
1133,254.59
1134,46.1
1135,219.275
1139,306.6
1143,66.75
1150,128.73
1151,91.535
1153,286.2
1155,27.66
1162,22.795
1163,186.83
1166,23.24
1171,81.385
1172,16.2355
1173,223.68166666666667
1174,90.285
1177,108.86
1178,216.655
1184,222.31
1185,99.58875
1186,126.62
1187,168.77
1188,275.435
1191,140.335
1207,102.69
1213,44.805
1215,143.38
1223,250.96
1227,101.36
1236,68.21
1237,58.305
1238,20.695
1241,25.845
1248,13.595
1250,43.84
1251,141.255
1253,119.76
1255,107.495
1257,250.96
1261,125.095
1262,366.2
1265,184.755
1273,157.84
1277,282.9166666666667
1278,138.205
1280,127.94
1284,236.815
1285,338.65
1288,35.185
1295,96.21
1297,392.475
1299,233.5
1304,149.745
1308,46.06
1310,103.07
1311,153.355
1314,90.885
1315,97.7475
1318,44.485
1320,333.975
1321,289.86
1322,243.605
1330,116.685
1333,144.22
1334,229.545
1341,178.4
1344,182.25
1351,249.29
1354,102.285
1356,64.79
1363,97.5525
1365,206.34
1369,146.27
1373,129.68
1375,98.3325
1377,85.735
1379,215.37
1380,293.565
1381,98.115
1384,173.31
1390,203.525
1393,240.285
1395,63.645
1399,338.69
1400,99.935
1401,189.68
1404,126.905
1408,15.005
1409,30.03
1413,213.855
1416,273.945
1418,99.4775
1423,100.345
1424,27.64
1425,15.56
1433,180.22
1434,173.34
1436,329.005
1442,258.28
1444,85.76
1445,147.48
1452,161.74
1455,140.64
1462,68.27
1467,89.84
1472,42.1
1475,235.23
1493,118.565
1501,195.995
1503,307.595
1504,234.055
1505,16.375
1511,181.445
1512,60.39
1513,122.18
1514,39.58
1528,198.04
1533,255.385
1534,24.49
1536,148.21
1537,56.522
1539,269.36
1550,230.525
1552,211.05416666666667
1554,190.58
1555,383.48
1556,96.535
1559,36.945
1563,216.29
1566,187.91
1567,218.165
1568,22.48
1571,232.68291666666667
1572,14.865
1574,59.8
1577,17.145
1583,126.905
1585,32.365
1586,197.405
1587,220.06
1596,144.285
1602,46.69
1604,87.7375
1605,44.675
1610,299.48
1611,97.125
1616,35.185
1617,95.3475
1618,16.63
1622,35.825
1623,33.435
1628,307.34
1631,14.61
1632,139.125
1633,239.095
1634,335.0
1636,252.895
1637,99.19375
1643,170.13
1644,101.59
1646,100.135
1648,191.88875
1651,45.23
1656,17.304166666666667
1658,123.125
1659,17.845
1665,226.8
1666,150.075
1670,46.545
1674,202.15
1679,245.615
1680,254.105
1683,328.295
1686,24.195
1691,97.825
1693,40.855
1696,40.83
1697,97.675
1703,99.38
1706,27.68
1709,213.03
1710,85.76
1712,199.145
1713,141.75
1718,388.99
1719,181.25
1722,272.41
1723,118.59
1724,290.695
1728,87.63
1730,27.705
1732,26.86
1737,46.105
1745,86.635
1747,16.525
1748,16.255
1755,129.37
1759,13.3
1761,286.62
1764,231.525
1765,140.715
1766,87.295
1768,97.695
1770,24.75
1771,143.335
1774,90.505
1785,153.225
1788,219.265
1792,13.59
1794,224.705
1797,142.93
1798,12.685
1799,251.25
1802,97.9975
1806,45.005
1808,73.475
1810,209.965
1818,187.97
1819,390.175
1820,277.85
1822,238.615
1826,248.16
1827,183.53
1835,17.365
1841,94.465
1842,132.35
1843,14.465
1846,38.91
1849,88.355
1850,161.465
1851,220.13
1857,62.66
1858,197.77149999999997
1860,98.765
1861,236.31
1864,124.765
1869,331.825
1871,68.21
1872,39.78
1875,16.575
1878,227.49
1879,261.115
1885,81.54
1888,79.39
1889,25.54
1890,99.575
1896,185.49
1897,177.395
1898,158.5
1900,86.675
1905,46.545
1908,107.215
1909,99.3675
1913,58.545
1918,124.02
1922,319.96
1923,142.455
1925,283.53
1926,151.97
1927,300.645
1930,190.6
1935,90.885
1939,113.715
1942,92.61
1943,203.16
1948,255.385
1949,279.76
1951,109.09375
1953,91.32625
1959,167.475
1963,13.3
1967,132.92
1973,274.785
1975,27.28
1976,92.005
1990,95.85
1993,119.82
1997,221.93
1999,145.68
2001,293.075
2004,94.345
2010,104.2025
2013,148.68
2017,316.805
2021,136.955
2023,215.87
2026,151.5
2037,39.58
2039,232.04
2041,16.745
2046,18.935
2050,14.99
2060,227.24
2067,109.855
2069,144.815
2072,251.01
2074,177.34
2079,112.035
2083,26.675
2085,234.705
2087,18.205
2093,140.755
2094,36.57
2097,46.545
2103,96.075
2104,61.84
2107,204.18
2108,21.905
2110,77.475
2115,250.835
2117,32.71
2125,329.59
2127,224.69
2133,13.82
2134,382.81
2135,135.045
2141,227.47
2143,45.23
2145,87.81
2146,29.355
2147,293.85
2148,68.07
2149,55.94
2165,124.375
2166,182.58
2177,221.875
